city,country,region,latitude,longitude,cost_per_day_usd,avg_temp_c,beach,culture,nature,nightlife,food,adventure,relaxation,popularity,safety,temp_month_1,temp_month_2,temp_month_3,temp_month_4,temp_month_5,temp_month_6,temp_month_7,temp_month_8,temp_month_9,temp_month_10,temp_month_11,temp_month_12,source_dataset,description
Yangshuo,China,asia,24.8630286,110.4871831,70,20.116666666666664,4,6,10,4,6,8,6,4,7,9.9,11.0,15.6,20.2,24.1,26.8,28.8,28.6,27.2,21.7,16.7,10.8,kaggle_worldwide_travel_cities,Lush karst mountains and tranquil rivers create a serene backdrop for cycling through rice paddies and exploring vibrant local markets.
Kuala Lumpur,Malaysia,asia,3.1526589,101.7022205,135,28.091666666666665,4,8,6,8,10,6,6,10,7,27.5,28.2,28.4,28.6,28.7,28.4,28.4,28.3,27.9,27.9,27.4,27.4,kaggle_worldwide_travel_cities,"Bustling streets filled with diverse aromas and vibrant markets create a lively atmosphere, blending modern skyscrapers with rich cultural heritage."
Cornwall,United Kingdom,europe,50.4433489,-4.62465658489158,135,12.0,10,6,10,4,6,8,6,4,7,7.1,8.1,9.0,10.0,12.6,15.1,16.8,17.1,15.7,13.0,10.4,9.1,kaggle_worldwide_travel_cities,"Rugged coastlines, charming villages, and sweeping beaches offer a sense of tranquility and timeless beauty, perfect for unwinding and exploring."
Dhaka,Bangladesh,asia,23.7643863,90.3890144,70,26.366666666666664,2,8,4,6,8,4,4,6,7,18.7,21.8,26.8,28.8,29.5,29.4,29.4,29.4,29.5,28.0,24.6,20.5,kaggle_worldwide_travel_cities,"A whirlwind of vibrant street life, bustling markets, and a rich tapestry of history and culture, offering endless sensory experiences."
Seattle,United States,north_america,47.6038321,-122.330062,240,12.233333333333333,4,8,8,6,8,6,6,10,7,6.0,6.0,8.1,10.9,14.7,17.5,20.4,20.4,17.1,12.2,8.0,5.5,kaggle_worldwide_travel_cities,"A city where misty mornings blend with vibrant markets and lush green spaces, offering a cozy yet dynamic urban experience."
Bishkek,Kyrgyzstan,asia,42.8777895,74.6066926,70,12.466666666666667,2,6,8,6,6,8,4,6,7,-1.5,1.5,7.8,13.8,18.8,24.2,27.0,24.5,19.0,11.2,3.8,-0.5,kaggle_worldwide_travel_cities,Wide boulevards lined with Soviet-era architecture and bustling bazaars create a unique blend of history and vibrant local life.
Siem Reap,Cambodia,asia,13.3617562,103.8590321,70,28.075,2,10,8,6,8,6,6,6,7,25.8,27.4,29.4,30.4,29.7,29.1,28.4,28.2,27.7,27.6,27.3,25.9,kaggle_worldwide_travel_cities,"Ancient temples rise through the jungle mist, while bustling markets and vibrant street food create a lively, sensory-rich experience."
Valdivia,Chile,south_america,-39.8141262,-73.2459859,135,11.275,6,6,8,6,8,8,6,6,7,16.7,16.5,13.3,11.0,8.9,7.4,7.0,7.5,8.6,10.5,12.9,15.0,kaggle_worldwide_travel_cities,"Riverside charm and lush green landscapes create a serene atmosphere, with the scent of fresh seafood and the sound of birdsong nearby."
Salta,Argentina,south_america,-25.1076701,-64.3494964,135,16.708333333333332,2,8,10,6,8,8,6,6,7,21.4,20.3,19.5,16.6,13.1,10.6,10.1,12.7,15.1,19.1,20.5,21.5,kaggle_worldwide_travel_cities,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere."
Split,Croatia,europe,43.5116383,16.4399659,135,17.76666666666667,8,8,8,8,8,6,6,6,7,8.6,10.1,11.7,15.4,20.0,25.4,28.4,28.0,22.9,18.4,13.9,10.4,kaggle_worldwide_travel_cities,Wander through ancient stone streets where the Adriatic breeze mingles with lively chatter and the scent of fresh seafood from bustling markets.
Galápagos Islands,Ecuador,south_america,-0.62881505,-90.3638752022324,240,24.741666666666664,8,6,10,2,6,10,4,2,7,25.7,26.6,26.8,26.1,25.8,24.5,24.0,23.6,23.1,23.1,23.2,24.4,kaggle_worldwide_travel_cities,"Pristine landscapes teeming with unique wildlife create an atmosphere of untouched beauty, where every moment feels like an intimate encounter with nature."
Florence,Italy,europe,43.7697955,11.2556404,135,16.316666666666663,2,10,6,6,10,4,6,8,7,6.8,9.4,11.7,14.0,18.2,23.4,26.6,26.7,22.2,16.7,11.9,8.2,kaggle_worldwide_travel_cities,"Cobblestone streets filled with art, the aroma of fresh espresso, and vibrant piazzas create a captivating blend of history and modern life."
Philadelphia,United States,north_america,39.9527237,-75.1635262,135,14.366666666666667,2,8,6,8,8,4,6,8,7,1.9,3.5,7.7,13.0,18.3,23.4,26.7,25.7,22.0,15.9,9.3,5.0,kaggle_worldwide_travel_cities,"Historic cobblestone streets meet a vibrant arts scene, with lively markets and diverse neighborhoods creating a welcoming and dynamic urban experience."
Bordeaux,France,europe,44.841225,-0.5800364,135,14.424999999999999,4,8,6,6,10,4,6,8,7,6.9,8.5,10.5,13.2,16.5,20.2,22.2,22.1,19.0,15.2,10.5,8.3,kaggle_worldwide_travel_cities,"Strolling through sun-dappled streets, you'll find stunning architecture, vibrant markets, and the rich aroma of freshly baked baguettes filling the air."
Strasbourg,France,europe,48.584614,7.7507127,135,12.100000000000001,2,10,6,6,8,4,6,8,7,3.2,4.9,7.7,11.2,15.6,20.1,21.5,21.1,16.7,12.0,6.8,4.4,kaggle_worldwide_travel_cities,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance."
Palau,Palau,oceania,5.3783537,132.9102573,240,26.925,10,6,10,4,6,10,6,4,7,26.8,26.7,26.9,27.1,27.1,26.9,26.8,26.8,26.9,27.0,27.1,27.0,kaggle_worldwide_travel_cities,"Crystal-clear waters teeming with marine life, lush forests, and a serene atmosphere offer a tranquil escape for nature lovers and adventurers alike."
St. George's,Grenada,north_america,12.0535331,-61.751805,135,27.791666666666668,10,6,8,6,8,6,8,4,7,26.7,26.7,27.0,27.6,28.3,28.2,28.2,28.4,28.9,28.5,27.9,27.1,kaggle_worldwide_travel_cities,"Colorful streets wind around a picturesque harbor, where the scent of spices mingles with the sea breeze, creating a vibrant, laid-back charm."
Debrecen,Hungary,europe,47.531399,21.6259782,70,11.941666666666668,2,6,6,6,6,4,6,6,7,0.2,3.1,6.6,11.7,16.6,21.6,23.0,23.2,17.8,11.7,5.8,2.0,kaggle_worldwide_travel_cities,"Tree-lined streets, charming squares, and a blend of old-world charm with modern vibrancy create a welcoming and relaxed atmosphere."
Jaipur,India,asia,26.9154576,75.8189817,70,26.233333333333334,2,10,6,6,8,6,6,6,7,15.5,20.3,25.5,31.0,34.1,33.4,30.0,28.6,29.1,27.9,22.3,17.1,kaggle_worldwide_travel_cities,"A tapestry of vibrant colors and bustling markets, where ancient forts and palaces echo the grandeur of a rich cultural heritage."
Crete,Greece,europe,35.3084952,24.46334231842296,135,18.849999999999998,10,8,10,6,10,8,8,6,7,11.1,12.0,13.6,16.5,20.4,24.9,27.3,26.9,24.1,20.0,16.6,12.8,kaggle_worldwide_travel_cities,"Sun-drenched beaches, ancient ruins, and vibrant local markets create a tapestry of experiences that feel both timeless and refreshingly alive."
Baltimore,United States,north_america,39.2908816,-76.610759,135,14.891666666666666,4,8,6,8,8,6,6,8,7,2.5,4.3,7.9,14.0,19.4,24.1,26.9,26.0,22.3,16.4,9.7,5.2,kaggle_worldwide_travel_cities,"Historic cobblestone streets meet vibrant waterfronts, offering a lively mix of seafood aromas, street art, and a welcoming, laid-back vibe."
Madang,Papua New Guinea,oceania,-5.0,145.5,70,26.099999999999998,8,8,10,4,6,8,4,4,7,26.2,25.9,26.1,26.0,26.2,25.9,26.0,26.0,26.4,26.3,26.2,26.0,kaggle_worldwide_travel_cities,"Tropical breezes, vibrant coral reefs, and lush rainforests create a serene paradise where nature and local culture warmly embrace visitors."
Taormina,Italy,europe,37.8512218,15.2830191,135,19.39166666666667,8,8,8,6,10,6,6,6,7,12.2,12.9,14.4,15.8,19.3,24.8,28.1,27.9,24.9,21.0,17.3,14.1,kaggle_worldwide_travel_cities,"Dramatic coastal views, ancient ruins, and charming piazzas create a picturesque setting that invites leisurely exploration and indulgent moments."
Takayama,Japan,asia,36.1396246,137.2510322,135,12.058333333333335,2,10,8,4,8,4,6,4,7,-0.7,0.2,4.8,10.8,16.0,19.8,24.2,24.9,20.9,13.8,7.9,2.1,kaggle_worldwide_travel_cities,"Charming wooden houses, serene streets, and the gentle flow of the river create a peaceful atmosphere perfect for unwinding and exploration."
Phoenix,United States,north_america,33.4484367,-112.074141,135,24.791666666666668,2,6,8,6,6,8,8,6,7,13.5,15.9,19.3,24.1,28.0,34.4,36.3,35.3,32.4,25.4,18.9,14.0,kaggle_worldwide_travel_cities,"Desert landscapes meet urban sophistication, offering vibrant arts, diverse dining, and endless sunshine, making every visit feel like a warm embrace."
Blantyre,Malawi,africa,-15.7862543,35.0035694,70,23.716666666666665,2,6,8,4,6,6,4,6,7,23.9,24.7,24.2,22.7,21.7,19.4,19.3,23.1,25.8,26.5,26.9,26.4,kaggle_worldwide_travel_cities,"A city where bustling markets, friendly locals, and the aroma of street food create a vibrant and welcoming atmosphere."
Caracas,Venezuela,south_america,10.5060934,-66.9146008,70,23.3,6,8,8,6,8,6,4,6,7,22.2,22.7,23.3,23.9,24.1,23.2,23.2,23.6,23.9,23.8,23.2,22.5,kaggle_worldwide_travel_cities,"Vibrant streets filled with lively music and bustling markets, surrounded by lush mountains and offering a mix of urban and natural beauty."
Da Lat,Vietnam,asia,11.9373899,108.4286786,70,20.26666666666667,2,6,10,4,8,8,8,6,7,18.6,19.9,21.2,21.7,21.5,20.9,20.6,20.5,20.3,19.9,19.5,18.6,kaggle_worldwide_travel_cities,"Misty mornings, lush pine forests, and vibrant markets create a serene escape with a refreshing blend of nature and local culture."
New York City,United States,north_america,40.7127281,-74.0060152,240,13.766666666666667,4,10,6,10,10,6,6,10,7,1.3,3.0,6.6,12.0,17.5,22.5,26.1,25.2,21.7,15.6,9.3,4.4,kaggle_worldwide_travel_cities,"Skyscrapers touch the sky as vibrant streets buzz with energy, offering a sensory overload of sights, sounds, and diverse cultures."
Sapa,Vietnam,asia,22.3359246,103.8426749,70,15.874999999999998,2,8,10,4,6,8,6,4,7,9.4,10.8,14.4,17.5,19.4,20.2,20.4,20.2,18.8,16.2,13.0,10.2,kaggle_worldwide_travel_cities,"Rolling green terraces and misty mountain vistas create a serene escape, where vibrant local cultures and tranquil landscapes embrace visitors warmly."
Guadalajara,Mexico,north_america,20.6720375,-103.338396,135,20.433333333333334,2,10,6,8,10,6,6,8,7,16.0,18.1,21.0,22.7,24.5,24.0,21.8,21.6,21.4,20.3,18.2,15.6,kaggle_worldwide_travel_cities,"Colorful streets, lively mariachi music, and the rich aroma of street food create an inviting blend of tradition and modernity."
Anchorage,United States,north_america,61.2163129,-149.894852,135,3.5083333333333333,4,6,10,4,6,8,6,6,7,-7.9,-6.4,-2.7,3.6,9.7,14.1,15.8,14.5,9.8,3.1,-4.8,-6.7,kaggle_worldwide_travel_cities,"Surrounded by breathtaking mountains and vast wilderness, this city offers a refreshing blend of rugged adventure and cozy urban charm."
Bhutan,Bhutan,asia,27.549511,90.5119273,240,9.608333333333333,2,10,10,2,6,8,8,4,7,2.1,4.1,6.5,9.5,12.1,14.6,15.0,15.5,13.8,10.5,7.3,4.3,kaggle_worldwide_travel_cities,"Mist-shrouded mountains and vibrant monasteries offer a serene escape, where spiritual tranquility and breathtaking landscapes merge for an unforgettable experience."
Samarkand,Uzbekistan,asia,39.6550017,66.9756954,70,15.399999999999999,2,10,6,4,8,6,4,6,7,3.1,5.5,10.6,16.0,21.5,26.6,28.7,26.0,21.2,14.0,7.7,3.9,kaggle_worldwide_travel_cities,"Ancient architecture glimmers under the sun, with vibrant bazaars and fragrant spices creating an intoxicating blend of history and culture."
Wellington,New Zealand,oceania,-41.2887953,174.7772114,135,14.225000000000001,6,8,8,8,8,6,6,8,7,18.0,18.1,16.7,15.0,13.4,11.5,10.6,10.8,11.7,13.2,14.9,16.8,kaggle_worldwide_travel_cities,"Charming harborside views, vibrant arts scene, and a cozy mix of urban buzz and nature create a welcoming, eclectic atmosphere."
Lahore,Pakistan,asia,31.5656822,74.3141829,70,24.874999999999996,2,10,4,6,10,6,6,8,7,12.6,17.3,22.2,27.8,32.3,33.5,31.3,31.1,30.2,26.3,19.7,14.2,kaggle_worldwide_travel_cities,"Bustling streets alive with vibrant colors and the aroma of spices, offering a rich tapestry of history, culture, and warm hospitality."
San Pedro de Atacama,Chile,south_america,-22.910832,-68.2001376,135,14.5,2,6,10,4,6,10,6,4,7,18.1,17.4,17.2,14.9,11.4,9.6,9.2,11.0,13.4,15.8,17.5,18.5,kaggle_worldwide_travel_cities,"Endless desert vistas meet surreal landscapes, where clear night skies reveal a tapestry of stars, creating an otherworldly sense of tranquility and wonder."
Madeira,Portugal,europe,32.751750099999995,-16.98174865726062,135,20.125,6,6,10,6,8,8,8,6,7,17.4,17.2,17.4,18.2,19.5,21.0,22.6,23.9,23.3,22.3,20.0,18.7,kaggle_worldwide_travel_cities,"Lush landscapes meet dramatic cliffs, where ocean breezes carry the scent of flowers and adventure awaits around every winding path."
Gjirokastër,Albania,europe,40.0770871,20.1393359,70,16.15,2,10,8,4,6,6,4,4,7,7.1,8.0,10.5,13.5,18.2,24.0,27.3,25.9,21.5,17.0,12.1,8.7,kaggle_worldwide_travel_cities,"Winding cobblestone streets and stone-roofed houses create a timeless atmosphere, with echoes of history in every corner and stunning mountain views."
Brisbane,Australia,oceania,-27.4689682,153.0234991,135,20.525000000000002,6,8,8,8,8,8,6,8,7,25.1,24.8,23.9,21.0,18.2,15.7,15.1,16.4,18.6,20.7,22.5,24.3,kaggle_worldwide_travel_cities,"Sun-drenched streets and lush riverside parks create a laid-back vibe, with vibrant markets and buzzing eateries adding a lively local flavor."
Cesky Krumlov,Czech Republic,europe,48.8106526,14.3150586,135,7.916666666666668,2,10,8,4,6,4,4,4,7,-2.2,-1.3,2.7,8.1,12.4,16.0,17.6,17.4,13.1,8.4,3.4,-0.6,kaggle_worldwide_travel_cities,"Winding cobblestone streets, charming medieval architecture, and the gentle flow of the Vltava River create a fairy-tale atmosphere you'll never forget."
Basseterre,Saint Kitts and Nevis,north_america,17.2960919,-62.722301,135,27.266666666666666,8,6,8,6,8,6,6,4,7,25.7,25.6,25.8,26.4,27.7,28.4,28.3,28.6,28.8,28.1,27.4,26.4,kaggle_worldwide_travel_cities,"Lush landscapes and vibrant markets create a lively yet laid-back atmosphere, where the rhythm of island life feels both invigorating and soothing."
Honiara,Solomon Islands,oceania,-9.4310769,159.9552552,135,27.266666666666666,6,6,8,4,4,6,4,4,7,27.7,27.4,27.4,27.3,27.4,27.0,26.8,26.8,27.1,27.4,27.4,27.5,kaggle_worldwide_travel_cities,"Lush tropical landscapes meet vibrant local markets, offering an authentic and immersive experience in a laid-back island atmosphere."
Siena,Italy,europe,43.16720595,11.467561040475552,135,14.683333333333332,2,10,6,4,8,4,6,6,7,6.4,7.0,10.0,13.0,17.2,21.2,24.1,24.4,19.7,15.4,10.7,7.1,kaggle_worldwide_travel_cities,"Medieval streets wind through sunlit squares, where the aroma of fresh pasta mingles with the echoes of vibrant local life."
La Palma,Spain,europe,28.6551163,-17.857268565579673,135,21.208333333333336,6,6,10,4,6,8,8,4,7,18.7,18.5,18.8,19.6,20.7,22.1,23.2,24.3,24.0,23.3,21.4,19.9,kaggle_worldwide_travel_cities,"Lush landscapes and volcanic vistas create a serene atmosphere, inviting you to explore its quiet trails and charming coastal villages."
Ghent,Belgium,europe,51.0538286,3.7250121,135,11.933333333333332,2,10,6,8,8,4,6,8,7,4.5,6.6,8.4,10.2,13.6,18.1,18.7,19.3,16.4,13.0,8.2,6.2,kaggle_worldwide_travel_cities,"Charming canals and medieval architecture create a cozy atmosphere, inviting you to wander through cobblestone streets and discover hidden corners filled with history."
Sao Paulo,Brazil,south_america,-23.5506507,-46.6333824,135,20.3,4,10,4,10,10,6,6,10,7,23.0,22.6,22.4,20.8,18.7,17.5,17.2,18.0,20.0,20.6,20.6,22.2,kaggle_worldwide_travel_cities,"Energetic streets buzz with life, offering a tapestry of art, diverse cuisine, and vibrant nightlife that captivates every sense."
Monteverde,Costa Rica,north_america,10.29115145,-84.81364393886889,135,20.575,2,6,10,4,6,10,6,2,7,20.1,20.6,21.3,21.8,21.2,20.7,20.6,20.6,20.2,19.9,19.9,20.0,kaggle_worldwide_travel_cities,"Misty cloud forests and vibrant wildlife create an enchanting atmosphere, where every trail offers a new sensory delight and adventure."
Nukuʻalofa,Tonga,oceania,-21.1343401,-175.201808,135,24.36666666666667,8,6,8,4,6,6,6,4,7,26.5,26.6,26.0,25.5,24.3,22.9,22.2,21.8,22.4,23.2,24.9,26.1,kaggle_worldwide_travel_cities,"Warm ocean breezes and vibrant markets create a welcoming atmosphere, where the gentle rhythm of island life invites endless exploration."
Birmingham,United Kingdom,europe,52.4796992,-1.9026911,135,10.899999999999999,2,8,6,6,8,4,6,8,7,4.8,6.3,7.6,8.9,12.8,15.5,17.6,17.1,14.7,11.3,7.8,6.4,kaggle_worldwide_travel_cities,"A dynamic mix of industrial charm and modern culture, offering vibrant markets, eclectic eateries, and a rich musical heritage that captivates visitors."
Tuscany,Italy,europe,43.4586541,11.1389204,135,15.191666666666665,4,10,10,6,10,6,8,6,7,5.5,7.5,10.0,12.2,16.9,22.9,26.4,26.0,21.0,16.1,10.9,6.9,kaggle_worldwide_travel_cities,"Rolling hills, sun-drenched vineyards, and charming medieval towns create a picturesque landscape that invites leisurely exploration and indulgent culinary experiences."
Charlottetown,Canada,north_america,46.234953,-63.132935,135,6.583333333333332,6,8,8,4,6,6,6,4,7,-5.5,-6.1,-2.4,3.1,9.2,14.9,19.5,19.6,15.2,9.6,3.6,-1.7,kaggle_worldwide_travel_cities,Charming streets lined with historic buildings and a gentle sea breeze create a welcoming atmosphere perfect for leisurely exploration and relaxation.
St. Louis,United States,north_america,38.6280278,-90.1910154,135,14.374999999999998,2,8,6,6,8,6,6,8,7,0.4,2.7,9.2,14.0,19.8,25.3,26.7,24.8,22.1,15.2,8.1,4.2,kaggle_worldwide_travel_cities,"A fusion of historic charm and modern vibrancy, with leafy parks, jazz-filled streets, and the iconic arch creating a welcoming urban atmosphere."
Las Vegas,United States,north_america,36.1672719,-115.1483538,240,21.8,2,6,4,10,8,6,6,10,7,9.7,12.3,15.9,21.1,25.3,32.6,35.2,33.8,29.4,22.0,14.4,9.9,kaggle_worldwide_travel_cities,"Bright lights and endless energy create an exhilarating atmosphere, where entertainment options are as vast and varied as the desert surrounding it."
Detroit,United States,north_america,42.3315509,-83.0466403,135,10.391666666666667,2,8,4,6,6,4,4,8,7,-3.1,-2.1,2.6,8.3,15.4,20.8,23.1,22.3,18.8,12.3,5.4,0.9,kaggle_worldwide_travel_cities,"Industrial charm meets vibrant arts and music scenes, where historic architecture and modern innovation create a dynamic and inviting urban experience."
Suzhou,China,asia,31.311123,120.6212881,135,16.983333333333334,2,10,8,6,8,4,6,6,7,4.7,6.1,11.6,16.3,21.2,25.1,29.1,28.5,24.3,18.6,13.2,5.1,kaggle_worldwide_travel_cities,"Serene gardens, ancient canals, and the gentle rustle of willow trees create a peaceful escape that invites you to slow down and unwind."
Sardinia,Italy,europe,40.0912813,9.0305773,135,17.891666666666662,10,6,10,6,8,8,8,6,7,10.6,11.3,13.1,14.8,19.0,23.7,27.5,26.4,22.8,18.7,14.7,12.1,kaggle_worldwide_travel_cities,"Crystal-clear waters, rugged coastlines, and charming villages create a serene escape where you can unwind and savor local flavors."
Port Vila,Vanuatu,oceania,-17.7414972,168.3150163,135,24.833333333333332,8,6,10,4,6,8,8,4,7,26.6,27.2,26.6,25.9,24.1,23.1,22.8,22.6,23.2,24.4,25.2,26.3,kaggle_worldwide_travel_cities,"Lush greenery meets turquoise waters, where vibrant markets and friendly locals create a warm, inviting atmosphere amidst tropical island breezes."
Sibiu,Romania,europe,45.7973912,24.1519202,70,10.866666666666667,2,8,8,6,6,6,6,6,7,1.4,2.4,5.8,9.7,14.6,19.4,21.2,21.0,16.6,10.8,5.7,1.8,kaggle_worldwide_travel_cities,"Charming cobblestone streets and vibrant squares create a cozy atmosphere, inviting you to explore its rich history and welcoming local culture."
